Image_ID,Pothole,Number of Potholes,Level,Unnamed: 4,FullImagePath
pothole_image_21731,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_21731.jpg
pothole_image_21746,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_21746.jpg
pothole_image_21750,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_21750.jpg
pothole_image_21883,1,3,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_21883.jpg
pothole_image_21915,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_21915.jpg
pothole_image_21944,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_21944.jpg
pothole_image_2195,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2195.jpg
pothole_image_21991,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_21991.jpg
pothole_image_21998,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_21998.jpg
pothole_image_2201,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2201.jpg
pothole_image_22098,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_22098.jpg
pothole_image_22132,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_22132.jpg
pothole_image_2214,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2214.jpg
pothole_image_22190,1,3,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_22190.jpg
pothole_image_22205,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_22205.jpg
pothole_image_22218,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_22218.jpg
pothole_image_2228,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2228.jpg
pothole_image_22339,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_22339.jpg
pothole_image_22554,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_22554.jpg
pothole_image_22578,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_22578.jpg
pothole_image_22603,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_22603.jpg
pothole_image_22604,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_22604.jpg
pothole_image_22605,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_22605.jpg
pothole_image_22614,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_22614.jpg
pothole_image_22733,1,3,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_22733.jpg
pothole_image_22756,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_22756.jpg
pothole_image_2280,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2280.jpg
pothole_image_22811,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_22811.jpg
pothole_image_22812,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_22812.jpg
pothole_image_2282,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2282.jpg
pothole_image_22861,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_22861.jpg
pothole_image_22884,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_22884.jpg
pothole_image_22886,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_22886.jpg
pothole_image_22888,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_22888.jpg
pothole_image_22903,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_22903.jpg
pothole_image_22948,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_22948.jpg
pothole_image_22959,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_22959.jpg
pothole_image_2296,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2296.jpg
pothole_image_22966,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_22966.jpg
pothole_image_2297,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2297.jpg
pothole_image_2298,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2298.jpg
pothole_image_23012,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23012.jpg
pothole_image_23017,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23017.jpg
pothole_image_23025,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23025.jpg
pothole_image_23043,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23043.jpg
pothole_image_23048,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23048.jpg
pothole_image_23050,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23050.jpg
pothole_image_23061,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23061.jpg
pothole_image_23067,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23067.jpg
pothole_image_23071,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23071.jpg
pothole_image_23102,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23102.jpg
pothole_image_23106,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23106.jpg
pothole_image_23117,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23117.jpg
pothole_image_23118,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23118.jpg
pothole_image_23125,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23125.jpg
pothole_image_2322,1,3,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2322.jpg
pothole_image_23224,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23224.jpg
pothole_image_23229,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23229.jpg
pothole_image_23316,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23316.jpg
pothole_image_23320,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23320.jpg
pothole_image_23343,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23343.jpg
pothole_image_23346,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23346.jpg
pothole_image_23348,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23348.jpg
pothole_image_23363,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23363.jpg
pothole_image_23374,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23374.jpg
pothole_image_23383,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23383.jpg
pothole_image_23413,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23413.jpg
pothole_image_23417,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23417.jpg
pothole_image_23490,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23490.jpg
pothole_image_23493,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23493.jpg
pothole_image_23502,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23502.jpg
pothole_image_23546,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23546.jpg
pothole_image_2358,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2358.jpg
pothole_image_2359,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2359.jpg
pothole_image_2360,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2360.jpg
pothole_image_2364,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2364.jpg
pothole_image_23663,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23663.jpg
pothole_image_23677,1,3,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23677.jpg
pothole_image_2368,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2368.jpg
pothole_image_23741,1,4,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23741.jpg
pothole_image_23806,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23806.jpg
pothole_image_2381,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2381.jpg
pothole_image_2382,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2382.jpg
pothole_image_2383,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2383.jpg
pothole_image_2384,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2384.jpg
pothole_image_23892,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23892.jpg
pothole_image_23909,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23909.jpg
pothole_image_2393,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2393.jpg
pothole_image_23957,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23957.jpg
pothole_image_23967,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23967.jpg
pothole_image_2398,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2398.jpg
pothole_image_23993,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_23993.jpg
pothole_image_2400,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2400.jpg
pothole_image_24013,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24013.jpg
pothole_image_24094,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24094.jpg
pothole_image_24179,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24179.jpg
pothole_image_24193,1,4,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24193.jpg
pothole_image_24203,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24203.jpg
pothole_image_24212,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24212.jpg
pothole_image_24303,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24303.jpg
pothole_image_24338,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24338.jpg
pothole_image_24356,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24356.jpg
pothole_image_24455,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24455.jpg
pothole_image_2449,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2449.jpg
pothole_image_2451,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2451.jpg
pothole_image_2453,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2453.jpg
pothole_image_2456,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2456.jpg
pothole_image_24565,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24565.jpg
pothole_image_24567,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24567.jpg
pothole_image_2457,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2457.jpg
pothole_image_24630,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24630.jpg
pothole_image_2467,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2467.jpg
pothole_image_24687,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24687.jpg
pothole_image_24690,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24690.jpg
pothole_image_2470,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2470.jpg
pothole_image_24706,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24706.jpg
pothole_image_2471,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2471.jpg
pothole_image_24724,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24724.jpg
pothole_image_24749,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24749.jpg
pothole_image_24784,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24784.jpg
pothole_image_2484,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2484.jpg
pothole_image_24882,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24882.jpg
pothole_image_2495,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2495.jpg
pothole_image_2500,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2500.jpg
pothole_image_25066,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_25066.jpg
pothole_image_25085,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_25085.jpg
pothole_image_25219,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_25219.jpg
pothole_image_25226,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_25226.jpg
pothole_image_25384,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_25384.jpg
pothole_image_2544,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2544.jpg
pothole_image_25455,1,3,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_25455.jpg
pothole_image_25474,1,3,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_25474.jpg
pothole_image_25522,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_25522.jpg
pothole_image_2560,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2560.jpg
pothole_image_25602,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_25602.jpg
pothole_image_2561,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2561.jpg
pothole_image_25632,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_25632.jpg
pothole_image_25723,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_25723.jpg
pothole_image_25734,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_25734.jpg
pothole_image_2575,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2575.jpg
pothole_image_2576,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2576.jpg
pothole_image_2577,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2577.jpg
pothole_image_2578,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2578.jpg
pothole_image_2579,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2579.jpg
pothole_image_2580,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2580.jpg
pothole_image_25880,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_25880.jpg
pothole_image_25911,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_25911.jpg
pothole_image_25972,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_25972.jpg
pothole_image_2598,1,3,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2598.jpg
pothole_image_2599,1,3,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2599.jpg
pothole_image_2600,1,3,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2600.jpg
pothole_image_26186,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_26186.jpg
pothole_image_2619,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2619.jpg
pothole_image_26190,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_26190.jpg
pothole_image_26222,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_26222.jpg
pothole_image_26297,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_26297.jpg
pothole_image_26321,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_26321.jpg
pothole_image_26329,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_26329.jpg
pothole_image_26331,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_26331.jpg
pothole_image_26406,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_26406.jpg
pothole_image_26491,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_26491.jpg
pothole_image_26500,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_26500.jpg
pothole_image_26586,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_26586.jpg
pothole_image_2665,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2665.jpg
pothole_image_26653,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_26653.jpg
pothole_image_2666,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2666.jpg
pothole_image_2667,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2667.jpg
pothole_image_2669,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2669.jpg
pothole_image_26748,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_26748.jpg
pothole_image_2675,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2675.jpg
pothole_image_26772,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_26772.jpg
pothole_image_26780,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_26780.jpg
pothole_image_2681,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2681.jpg
pothole_image_26818,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_26818.jpg
pothole_image_2687,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2687.jpg
pothole_image_26871,1,3,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_26871.jpg
pothole_image_2688,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2688.jpg
pothole_image_26893,1,3,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_26893.jpg
pothole_image_2690,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2690.jpg
pothole_image_2691,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2691.jpg
pothole_image_2693,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2693.jpg
pothole_image_2706,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2706.jpg
pothole_image_27063,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_27063.jpg
pothole_image_2707,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2707.jpg
pothole_image_2708,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2708.jpg
pothole_image_2709,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2709.jpg
pothole_image_2715,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2715.jpg
pothole_image_2716,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2716.jpg
pothole_image_2719,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2719.jpg
pothole_image_27213,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_27213.jpg
pothole_image_27236,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_27236.jpg
pothole_image_27316,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_27316.jpg
pothole_image_27338,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_27338.jpg
pothole_image_27343,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_27343.jpg
pothole_image_27364,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_27364.jpg
pothole_image_27383,1,3,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_27383.jpg
pothole_image_27390,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_27390.jpg
pothole_image_27417,1,3,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_27417.jpg
pothole_image_2743,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2743.jpg
pothole_image_2744,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2744.jpg
pothole_image_27442,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_27442.jpg
pothole_image_2745,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2745.jpg
pothole_image_2746,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2746.jpg
pothole_image_2747,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2747.jpg
pothole_image_2748,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2748.jpg
pothole_image_27534,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_27534.jpg
pothole_image_27562,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_27562.jpg
pothole_image_27567,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_27567.jpg
pothole_image_2763,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2763.jpg
pothole_image_2764,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2764.jpg
pothole_image_27648,1,4,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_27648.jpg
pothole_image_2765,1,1,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2765.jpg
pothole_image_27736,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_27736.jpg
pothole_image_27739,1,2,A,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_27739.jpg
